time_s,poi_voltage_pu,griddyn_field
0.000000,1.01660454,gridpack_travis150_poi_voltage_pu
0.020000,1.01656852,gridpack_travis150_poi_voltage_pu
0.040000,1.01670801,gridpack_travis150_poi_voltage_pu
0.060000,1.01681083,gridpack_travis150_poi_voltage_pu
0.080000,1.01684617,gridpack_travis150_poi_voltage_pu
0.100000,1.01682941,gridpack_travis150_poi_voltage_pu
0.120000,1.01678109,gridpack_travis150_poi_voltage_pu
0.140000,1.01671722,gridpack_travis150_poi_voltage_pu
0.160000,1.01664852,gridpack_travis150_poi_voltage_pu
0.180000,1.01658159,gridpack_travis150_poi_voltage_pu
0.200000,1.01652022,gridpack_travis150_poi_voltage_pu
0.220000,1.01646632,gridpack_travis150_poi_voltage_pu
0.240000,1.01642061,gridpack_travis150_poi_voltage_pu
0.260000,1.01638305,gridpack_travis150_poi_voltage_pu
0.280000,1.01635317,gridpack_travis150_poi_voltage_pu
0.300000,1.01633025,gridpack_travis150_poi_voltage_pu
0.320000,1.01631347,gridpack_travis150_poi_voltage_pu
0.340000,1.01630196,gridpack_travis150_poi_voltage_pu
0.360000,1.01629492,gridpack_travis150_poi_voltage_pu
0.380000,1.01629159,gridpack_travis150_poi_voltage_pu
0.400000,1.01629128,gridpack_travis150_poi_voltage_pu
0.420000,1.01629342,gridpack_travis150_poi_voltage_pu
0.440000,1.01629750,gridpack_travis150_poi_voltage_pu
0.460000,1.01630309,gridpack_travis150_poi_voltage_pu
0.480000,1.01630985,gridpack_travis150_poi_voltage_pu
0.500000,1.01631747,gridpack_travis150_poi_voltage_pu
0.520000,1.01632573,gridpack_travis150_poi_voltage_pu
0.540000,1.01633442,gridpack_travis150_poi_voltage_pu
0.560000,1.01634339,gridpack_travis150_poi_voltage_pu
0.580000,1.01635251,gridpack_travis150_poi_voltage_pu
0.600000,1.01636168,gridpack_travis150_poi_voltage_pu
0.620000,1.01637081,gridpack_travis150_poi_voltage_pu
0.640000,1.01637983,gridpack_travis150_poi_voltage_pu
0.660000,1.01638868,gridpack_travis150_poi_voltage_pu
0.680000,1.01639732,gridpack_travis150_poi_voltage_pu
0.700000,1.01640570,gridpack_travis150_poi_voltage_pu
0.720000,1.01641378,gridpack_travis150_poi_voltage_pu
0.740000,1.01642154,gridpack_travis150_poi_voltage_pu
0.760000,1.01642896,gridpack_travis150_poi_voltage_pu
0.780000,1.01643601,gridpack_travis150_poi_voltage_pu
0.800000,1.01644267,gridpack_travis150_poi_voltage_pu
0.820000,1.01644893,gridpack_travis150_poi_voltage_pu
0.840000,1.01645478,gridpack_travis150_poi_voltage_pu
0.860000,1.01646021,gridpack_travis150_poi_voltage_pu
0.880000,1.01646523,gridpack_travis150_poi_voltage_pu
0.900000,1.01646984,gridpack_travis150_poi_voltage_pu
0.920000,1.01647403,gridpack_travis150_poi_voltage_pu
0.940000,1.01647782,gridpack_travis150_poi_voltage_pu
0.960000,1.01648122,gridpack_travis150_poi_voltage_pu
0.980000,1.01648425,gridpack_travis150_poi_voltage_pu
1.000000,0.10224176,gridpack_travis150_poi_voltage_pu
1.020000,0.09603573,gridpack_travis150_poi_voltage_pu
1.040000,0.09359132,gridpack_travis150_poi_voltage_pu
1.060000,0.87132271,gridpack_travis150_poi_voltage_pu
1.080000,0.92334997,gridpack_travis150_poi_voltage_pu
1.100000,0.96068598,gridpack_travis150_poi_voltage_pu
1.120000,0.98536774,gridpack_travis150_poi_voltage_pu
1.140000,1.00237418,gridpack_travis150_poi_voltage_pu
1.160000,1.01517826,gridpack_travis150_poi_voltage_pu
1.180000,1.02557131,gridpack_travis150_poi_voltage_pu
1.200000,1.03436511,gridpack_travis150_poi_voltage_pu
1.220000,1.04198488,gridpack_travis150_poi_voltage_pu
1.240000,1.04849916,gridpack_travis150_poi_voltage_pu
1.260000,1.05364147,gridpack_travis150_poi_voltage_pu
1.280000,1.05746813,gridpack_travis150_poi_voltage_pu
1.300000,1.06013321,gridpack_travis150_poi_voltage_pu
1.320000,1.06180374,gridpack_travis150_poi_voltage_pu
1.340000,1.06264507,gridpack_travis150_poi_voltage_pu
1.360000,1.06281198,gridpack_travis150_poi_voltage_pu
1.380000,1.06244373,gridpack_travis150_poi_voltage_pu
1.400000,1.06166171,gridpack_travis150_poi_voltage_pu
1.420000,1.06056910,gridpack_travis150_poi_voltage_pu
1.440000,1.05925161,gridpack_travis150_poi_voltage_pu
1.460000,1.05777897,gridpack_travis150_poi_voltage_pu
1.480000,1.05620686,gridpack_travis150_poi_voltage_pu
1.500000,1.05457896,gridpack_travis150_poi_voltage_pu
1.520000,1.05292898,gridpack_travis150_poi_voltage_pu
1.540000,1.05128261,gridpack_travis150_poi_voltage_pu
1.560000,1.04965921,gridpack_travis150_poi_voltage_pu
1.580000,1.04807331,gridpack_travis150_poi_voltage_pu
1.600000,1.04653584,gridpack_travis150_poi_voltage_pu
1.620000,1.04505509,gridpack_travis150_poi_voltage_pu
1.640000,1.04363746,gridpack_travis150_poi_voltage_pu
1.660000,1.04228797,gridpack_travis150_poi_voltage_pu
1.680000,1.04101060,gridpack_travis150_poi_voltage_pu
1.700000,1.03980847,gridpack_travis150_poi_voltage_pu
1.720000,1.03868392,gridpack_travis150_poi_voltage_pu
1.740000,1.03763847,gridpack_travis150_poi_voltage_pu
1.760000,1.03667283,gridpack_travis150_poi_voltage_pu
1.780000,1.03578673,gridpack_travis150_poi_voltage_pu
1.800000,1.03497896,gridpack_travis150_poi_voltage_pu
1.820000,1.03424726,gridpack_travis150_poi_voltage_pu
1.840000,1.03358835,gridpack_travis150_poi_voltage_pu
1.860000,1.03299797,gridpack_travis150_poi_voltage_pu
1.880000,1.03247093,gridpack_travis150_poi_voltage_pu
1.900000,1.03200132,gridpack_travis150_poi_voltage_pu
1.920000,1.03158258,gridpack_travis150_poi_voltage_pu
1.940000,1.03120772,gridpack_travis150_poi_voltage_pu
1.960000,1.03086957,gridpack_travis150_poi_voltage_pu
1.980000,1.03056091,gridpack_travis150_poi_voltage_pu
2.000000,1.03027475,gridpack_travis150_poi_voltage_pu
2.020000,1.03000446,gridpack_travis150_poi_voltage_pu
2.040000,1.02974399,gridpack_travis150_poi_voltage_pu
2.060000,1.02948798,gridpack_travis150_poi_voltage_pu
2.080000,1.02923186,gridpack_travis150_poi_voltage_pu
2.100000,1.02897195,gridpack_travis150_poi_voltage_pu
2.120000,1.02870543,gridpack_travis150_poi_voltage_pu
2.140000,1.02843034,gridpack_travis150_poi_voltage_pu
2.160000,1.02814555,gridpack_travis150_poi_voltage_pu
2.180000,1.02785063,gridpack_travis150_poi_voltage_pu
2.200000,1.02754579,gridpack_travis150_poi_voltage_pu
2.220000,1.02723170,gridpack_travis150_poi_voltage_pu
2.240000,1.02690941,gridpack_travis150_poi_voltage_pu
2.260000,1.02658021,gridpack_travis150_poi_voltage_pu
